"Nível Territorial (Código)","Nível Territorial","Brasil, Grande Região e Unidade da Federação (Código)","Brasil, Grande Região e Unidade da Federação","Variável (Código)","Variável","Trimestre (Código)","Trimestre","Unidade de Medida (Código)","Unidade de Medida","Força de trabalho","Força de trabalho - desocupada","Força de trabalho - ocupada","Total","PercentualDesocupapdo"
"3","Unidade da Federação","25","Paraíba","1641","Pessoas de 14 anos ou mais de idade","201601","1º trimestre 2016","1572","Mil pessoas",1698,170,1527,3112,0.100117785630153
"3","Unidade da Federação","25","Paraíba","1641","Pessoas de 14 anos ou mais de idade","201602","2º trimestre 2016","1572","Mil pessoas",1671,179,1492,3126,0.107121484141233
"3","Unidade da Federação","25","Paraíba","1641","Pessoas de 14 anos ou mais de idade","201603","3º trimestre 2016","1572","Mil pessoas",1652,211,1441,3139,0.12772397094431
"3","Unidade da Federação","25","Paraíba","1641","Pessoas de 14 anos ou mais de idade","201604","4º trimestre 2016","1572","Mil pessoas",1652,197,1455,3144,0.119249394673123
"3","Unidade da Federação","25","Paraíba","1641","Pessoas de 14 anos ou mais de idade","201701","1º trimestre 2017","1572","Mil pessoas",1647,217,1429,3149,0.131754705525197
"3","Unidade da Federação","25","Paraíba","1641","Pessoas de 14 anos ou mais de idade","201702","2º trimestre 2017","1572","Mil pessoas",1678,192,1486,3166,0.114421930870083
"3","Unidade da Federação","25","Paraíba","1641","Pessoas de 14 anos ou mais de idade","201703","3º trimestre 2017","1572","Mil pessoas",1702,183,1519,3167,0.107520564042303
"3","Unidade da Federação","25","Paraíba","1641","Pessoas de 14 anos ou mais de idade","201704","4º trimestre 2017","1572","Mil pessoas",1703,171,1532,3179,0.100411039342337
"3","Unidade da Federação","25","Paraíba","1641","Pessoas de 14 anos ou mais de idade","201801","1º trimestre 2018","1572","Mil pessoas",1694,199,1495,3170,0.117473435655254
"3","Unidade da Federação","25","Paraíba","1641","Pessoas de 14 anos ou mais de idade","201802","2º trimestre 2018","1572","Mil pessoas",1686,185,1501,3195,0.109727164887307
"3","Unidade da Federação","25","Paraíba","1641","Pessoas de 14 anos ou mais de idade","201803","3º trimestre 2018","1572","Mil pessoas",1716,184,1532,3199,0.107226107226107
"3","Unidade da Federação","25","Paraíba","1641","Pessoas de 14 anos ou mais de idade","201804","4º trimestre 2018","1572","Mil pessoas",1711,188,1524,3201,0.109877264757452
"3","Unidade da Federação","25","Paraíba","1641","Pessoas de 14 anos ou mais de idade","201901","1º trimestre 2019","1572","Mil pessoas",1674,186,1488,3199,0.111111111111111
"3","Unidade da Federação","25","Paraíba","1641","Pessoas de 14 anos ou mais de idade","201902","2º trimestre 2019","1572","Mil pessoas",1683,201,1482,3218,0.119429590017825
"3","Unidade da Federação","25","Paraíba","1641","Pessoas de 14 anos ou mais de idade","201903","3º trimestre 2019","1572","Mil pessoas",1679,189,1491,3228,0.112567004169148
"3","Unidade da Federação","25","Paraíba","1641","Pessoas de 14 anos ou mais de idade","201904","4º trimestre 2019","1572","Mil pessoas",1676,202,1473,3227,0.120525059665871
"3","Unidade da Federação","25","Paraíba","1641","Pessoas de 14 anos ou mais de idade","202001","1º trimestre 2020","1572","Mil pessoas",1656,228,1428,3218,0.13768115942029
"3","Unidade da Federação","25","Paraíba","1641","Pessoas de 14 anos ou mais de idade","202002","2º trimestre 2020","1572","Mil pessoas",1477,189,1288,3232,0.127962085308057
"3","Unidade da Federação","25","Paraíba","1641","Pessoas de 14 anos ou mais de idade","202003","3º trimestre 2020","1572","Mil pessoas",1492,251,1241,3267,0.168230563002681
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201201","1º trimestre 2012","1572","Mil pessoas",3911,374,3537,7034,0.0956277166964971
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201202","2º trimestre 2012","1572","Mil pessoas",3825,313,3512,7032,0.0818300653594771
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201203","3º trimestre 2012","1572","Mil pessoas",3940,365,3575,7075,0.0926395939086294
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201204","4º trimestre 2012","1572","Mil pessoas",3872,355,3517,7129,0.0916838842975207
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201301","1º trimestre 2013","1572","Mil pessoas",3824,405,3419,7119,0.105910041841004
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201302","2º trimestre 2013","1572","Mil pessoas",3816,366,3450,7150,0.0959119496855346
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201303","3º trimestre 2013","1572","Mil pessoas",3873,325,3548,7181,0.0839142783372063
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201304","4º trimestre 2013","1572","Mil pessoas",3922,287,3635,7218,0.0731769505354411
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201401","1º trimestre 2014","1572","Mil pessoas",3875,340,3535,7220,0.087741935483871
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201402","2º trimestre 2014","1572","Mil pessoas",3924,311,3613,7251,0.0792558613659531
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201403","3º trimestre 2014","1572","Mil pessoas",3955,329,3626,7293,0.0831858407079646
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201404","4º trimestre 2014","1572","Mil pessoas",3976,302,3674,7335,0.0759557344064386
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201501","1º trimestre 2015","1572","Mil pessoas",3984,325,3659,7380,0.0815763052208835
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201502","2º trimestre 2015","1572","Mil pessoas",4075,370,3705,7394,0.0907975460122699
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201503","3º trimestre 2015","1572","Mil pessoas",4169,467,3702,7467,0.112017270328616
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201504","4º trimestre 2015","1572","Mil pessoas",4047,446,3601,7462,0.110205090190264
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201601","1º trimestre 2016","1572","Mil pessoas",4067,540,3528,7494,0.132776001967052
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201602","2º trimestre 2016","1572","Mil pessoas",4065,567,3498,7500,0.139483394833948
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201603","3º trimestre 2016","1572","Mil pessoas",3989,612,3377,7524,0.153421910253196
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201604","4º trimestre 2016","1572","Mil pessoas",4047,632,3415,7518,0.156165060538671
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201701","1º trimestre 2017","1572","Mil pessoas",4021,687,3333,7554,0.170853021636409
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201702","2º trimestre 2017","1572","Mil pessoas",4055,764,3291,7575,0.188409371146732
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201703","3º trimestre 2017","1572","Mil pessoas",4086,731,3355,7607,0.178903573176701
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201704","4º trimestre 2017","1572","Mil pessoas",4132,696,3436,7631,0.168441432720232
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201801","1º trimestre 2018","1572","Mil pessoas",4188,743,3445,7602,0.177411652340019
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201802","2º trimestre 2018","1572","Mil pessoas",4187,707,3480,7641,0.168855982803917
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201803","3º trimestre 2018","1572","Mil pessoas",4190,701,3489,7637,0.167303102625298
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201804","4º trimestre 2018","1572","Mil pessoas",4196,648,3548,7599,0.15443279313632
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201901","1º trimestre 2019","1572","Mil pessoas",4214,678,3536,7636,0.160892263882297
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201902","2º trimestre 2019","1572","Mil pessoas",4184,671,3513,7671,0.160372848948375
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201903","3º trimestre 2019","1572","Mil pessoas",4152,658,3494,7666,0.158477842003854
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","201904","4º trimestre 2019","1572","Mil pessoas",4188,586,3601,7748,0.13992359121299
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","202001","1º trimestre 2020","1572","Mil pessoas",4080,593,3488,7861,0.145343137254902
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","202002","2º trimestre 2020","1572","Mil pessoas",3547,533,3014,7833,0.150267831970679
"3","Unidade da Federação","26","Pernambuco","1641","Pessoas de 14 anos ou mais de idade","202003","3º trimestre 2020","1572","Mil pessoas",3632,684,2948,7804,0.188325991189427
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201201","1º trimestre 2012","1572","Mil pessoas",1164,131,1033,2418,0.11254295532646
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201202","2º trimestre 2012","1572","Mil pessoas",1150,135,1016,2411,0.117391304347826
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201203","3º trimestre 2012","1572","Mil pessoas",1199,137,1061,2440,0.114261884904087
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201204","4º trimestre 2012","1572","Mil pessoas",1233,135,1097,2457,0.109489051094891
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201301","1º trimestre 2013","1572","Mil pessoas",1235,150,1086,2460,0.121457489878543
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201302","2º trimestre 2013","1572","Mil pessoas",1237,131,1105,2456,0.105901374292643
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201303","3º trimestre 2013","1572","Mil pessoas",1247,130,1117,2453,0.104250200481155
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201304","4º trimestre 2013","1572","Mil pessoas",1232,115,1117,2458,0.0933441558441558
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201401","1º trimestre 2014","1572","Mil pessoas",1227,119,1108,2466,0.0969845150774246
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201402","2º trimestre 2014","1572","Mil pessoas",1228,119,1109,2471,0.0969055374592834
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201403","3º trimestre 2014","1572","Mil pessoas",1259,122,1137,2491,0.096902303415409
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201404","4º trimestre 2014","1572","Mil pessoas",1283,120,1162,2510,0.0935307872174591
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201501","1º trimestre 2015","1572","Mil pessoas",1251,138,1113,2515,0.11031175059952
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201502","2º trimestre 2015","1572","Mil pessoas",1243,145,1098,2521,0.116653258246179
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201503","3º trimestre 2015","1572","Mil pessoas",1243,133,1110,2537,0.106999195494771
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201504","4º trimestre 2015","1572","Mil pessoas",1254,142,1113,2547,0.113237639553429
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201601","1º trimestre 2016","1572","Mil pessoas",1255,161,1094,2555,0.128286852589641
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201602","2º trimestre 2016","1572","Mil pessoas",1278,178,1100,2567,0.139280125195618
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201603","3º trimestre 2016","1572","Mil pessoas",1266,187,1079,2583,0.147709320695103
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201604","4º trimestre 2016","1572","Mil pessoas",1240,183,1057,2590,0.14758064516129
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201701","1º trimestre 2017","1572","Mil pessoas",1219,213,1005,2603,0.17473338802297
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201702","2º trimestre 2017","1572","Mil pessoas",1225,218,1006,2610,0.177959183673469
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201703","3º trimestre 2017","1572","Mil pessoas",1217,193,1024,2618,0.158586688578472
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201704","4º trimestre 2017","1572","Mil pessoas",1156,179,977,2621,0.154844290657439
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201801","1º trimestre 2018","1572","Mil pessoas",1129,200,929,2622,0.177147918511957
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201802","2º trimestre 2018","1572","Mil pessoas",1129,195,934,2641,0.172719220549159
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201803","3º trimestre 2018","1572","Mil pessoas",1168,199,968,2632,0.170376712328767
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201804","4º trimestre 2018","1572","Mil pessoas",1172,186,986,2638,0.158703071672355
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201901","1º trimestre 2019","1572","Mil pessoas",1182,189,993,2638,0.15989847715736
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201902","2º trimestre 2019","1572","Mil pessoas",1227,179,1048,2644,0.145884270578647
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201903","3º trimestre 2019","1572","Mil pessoas",1214,186,1027,2655,0.153212520593081
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","201904","4º trimestre 2019","1572","Mil pessoas",1172,159,1013,2642,0.135665529010239
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","202001","1º trimestre 2020","1572","Mil pessoas",1203,199,1004,2628,0.165419783873649
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","202002","2º trimestre 2020","1572","Mil pessoas",1101,197,905,2631,0.178928247048138
"3","Unidade da Federação","27","Alagoas","1641","Pessoas de 14 anos ou mais de idade","202003","3º trimestre 2020","1572","Mil pessoas",1114,222,892,2646,0.199281867145422
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201201","1º trimestre 2012","1572","Mil pessoas",945,97,848,1617,0.102645502645503
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201202","2º trimestre 2012","1572","Mil pessoas",962,104,858,1640,0.108108108108108
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201203","3º trimestre 2012","1572","Mil pessoas",981,102,879,1648,0.103975535168196
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201204","4º trimestre 2012","1572","Mil pessoas",1016,97,920,1670,0.0954724409448819
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201301","1º trimestre 2013","1572","Mil pessoas",1001,115,887,1674,0.114885114885115
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201302","2º trimestre 2013","1572","Mil pessoas",1001,111,890,1686,0.110889110889111
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201303","3º trimestre 2013","1572","Mil pessoas",1008,101,907,1684,0.100198412698413
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201304","4º trimestre 2013","1572","Mil pessoas",994,86,908,1684,0.0865191146881288
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201401","1º trimestre 2014","1572","Mil pessoas",1000,94,906,1685,0.094
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201402","2º trimestre 2014","1572","Mil pessoas",996,95,901,1698,0.0953815261044177
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201403","3º trimestre 2014","1572","Mil pessoas",1010,91,919,1706,0.0900990099009901
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201404","4º trimestre 2014","1572","Mil pessoas",1031,92,939,1720,0.0892337536372454
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201501","1º trimestre 2015","1572","Mil pessoas",1036,89,947,1734,0.0859073359073359
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201502","2º trimestre 2015","1572","Mil pessoas",1030,93,937,1749,0.0902912621359223
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201503","3º trimestre 2015","1572","Mil pessoas",1016,87,929,1754,0.0856299212598425
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201504","4º trimestre 2015","1572","Mil pessoas",1000,99,901,1770,0.099
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201601","1º trimestre 2016","1572","Mil pessoas",1014,114,900,1783,0.112426035502959
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201602","2º trimestre 2016","1572","Mil pessoas",1023,129,894,1779,0.126099706744868
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201603","3º trimestre 2016","1572","Mil pessoas",1018,145,873,1791,0.142436149312377
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201604","4º trimestre 2016","1572","Mil pessoas",1020,153,868,1800,0.15
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201701","1º trimestre 2017","1572","Mil pessoas",987,159,829,1797,0.161094224924012
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201702","2º trimestre 2017","1572","Mil pessoas",1012,142,870,1803,0.140316205533597
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201703","3º trimestre 2017","1572","Mil pessoas",1006,137,869,1796,0.136182902584493
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201704","4º trimestre 2017","1572","Mil pessoas",1035,139,896,1798,0.134299516908213
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201801","1º trimestre 2018","1572","Mil pessoas",1025,175,850,1791,0.170731707317073
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201802","2º trimestre 2018","1572","Mil pessoas",1015,171,844,1799,0.168472906403941
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201803","3º trimestre 2018","1572","Mil pessoas",1028,180,848,1804,0.175097276264591
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201804","4º trimestre 2018","1572","Mil pessoas",1053,158,895,1828,0.150047483380817
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201901","1º trimestre 2019","1572","Mil pessoas",1053,163,890,1824,0.154795821462488
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201902","2º trimestre 2019","1572","Mil pessoas",1090,167,924,1838,0.153211009174312
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201903","3º trimestre 2019","1572","Mil pessoas",1084,159,925,1842,0.146678966789668
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","201904","4º trimestre 2019","1572","Mil pessoas",1112,165,948,1841,0.148381294964029
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","202001","1º trimestre 2020","1572","Mil pessoas",1072,166,906,1838,0.154850746268657
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","202002","2º trimestre 2020","1572","Mil pessoas",992,196,796,1867,0.19758064516129
"3","Unidade da Federação","28","Sergipe","1641","Pessoas de 14 anos ou mais de idade","202003","3º trimestre 2020","1572","Mil pessoas",977,198,779,1882,0.202661207778915
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201201","1º trimestre 2012","1572","Mil pessoas",6864,790,6074,11133,0.11509324009324
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201202","2º trimestre 2012","1572","Mil pessoas",6878,771,6107,11134,0.112096539691771
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201203","3º trimestre 2012","1572","Mil pessoas",6915,740,6175,11214,0.107013738250181
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201204","4º trimestre 2012","1572","Mil pessoas",6825,736,6089,11207,0.107838827838828
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201301","1º trimestre 2013","1572","Mil pessoas",6763,894,5869,11216,0.132189856572527
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201302","2º trimestre 2013","1572","Mil pessoas",6748,793,5954,11216,0.11751630112626
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201303","3º trimestre 2013","1572","Mil pessoas",6777,718,6059,11280,0.105946584034233
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201304","4º trimestre 2013","1572","Mil pessoas",6919,620,6299,11324,0.0896083249024426
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201401","1º trimestre 2014","1572","Mil pessoas",6982,801,6181,11307,0.114723574906903
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201402","2º trimestre 2014","1572","Mil pessoas",6984,705,6278,11381,0.100945017182131
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201403","3º trimestre 2014","1572","Mil pessoas",6987,681,6306,11414,0.0974667239158437
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201404","4º trimestre 2014","1572","Mil pessoas",7126,694,6432,11504,0.097389840022453
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201501","1º trimestre 2015","1572","Mil pessoas",7158,810,6349,11524,0.113160100586756
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201502","2º trimestre 2015","1572","Mil pessoas",7205,917,6288,11567,0.127272727272727
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201503","3º trimestre 2015","1572","Mil pessoas",7219,927,6292,11556,0.128411137276631
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201504","4º trimestre 2015","1572","Mil pessoas",7132,869,6264,11562,0.121845204711161
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201601","1º trimestre 2016","1572","Mil pessoas",7077,1099,5978,11563,0.155291790306627
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201602","2º trimestre 2016","1572","Mil pessoas",7063,1086,5976,11612,0.15375902590967
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201603","3º trimestre 2016","1572","Mil pessoas",6959,1107,5851,11689,0.159074579680989
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201604","4º trimestre 2016","1572","Mil pessoas",7019,1168,5850,11757,0.166405470864796
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201701","1º trimestre 2017","1572","Mil pessoas",6977,1295,5682,11834,0.185609860971764
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201702","2º trimestre 2017","1572","Mil pessoas",6992,1222,5770,11801,0.174771167048055
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201703","3º trimestre 2017","1572","Mil pessoas",6897,1152,5745,11860,0.167029143105698
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201704","4º trimestre 2017","1572","Mil pessoas",6947,1042,5905,11812,0.149992802648625
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201801","1º trimestre 2018","1572","Mil pessoas",6896,1237,5659,11845,0.179379350348028
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201802","2º trimestre 2018","1572","Mil pessoas",6806,1124,5682,11881,0.165148398471937
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201803","3º trimestre 2018","1572","Mil pessoas",6990,1130,5860,11976,0.161659513590844
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201804","4º trimestre 2018","1572","Mil pessoas",6964,1211,5753,11925,0.173894313612866
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201901","1º trimestre 2019","1572","Mil pessoas",7006,1282,5724,12009,0.182986011989723
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201902","2º trimestre 2019","1572","Mil pessoas",7020,1215,5805,12011,0.173076923076923
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201903","3º trimestre 2019","1572","Mil pessoas",6971,1170,5802,11988,0.167838186773777
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","201904","4º trimestre 2019","1572","Mil pessoas",6950,1141,5809,11989,0.164172661870504
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","202001","1º trimestre 2020","1572","Mil pessoas",7011,1311,5700,12042,0.186991869918699
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","202002","2º trimestre 2020","1572","Mil pessoas",6085,1208,4876,12152,0.198520953163517
"3","Unidade da Federação","29","Bahia","1641","Pessoas de 14 anos ou mais de idade","202003","3º trimestre 2020","1572","Mil pessoas",6145,1273,4872,12324,0.207160292921074
"3","Unidade da Federação","31","Minas Gerais","1641","Pessoas de 14 anos ou mais de idade","201201","1º trimestre 2012","1572","Mil pessoas",10068,787,9282,16199,0.0781684545093365
"3","Unidade da Federação","31","Minas Gerais","1641","Pessoas de 14 anos ou mais de idade","201202","2º trimestre 2012","1572","Mil pessoas",10371,740,9631,16299,0.0713528107222062
"3","Unidade da Federação","31","Minas Gerais","1641","Pessoas de 14 anos ou mais de idade","201203","3º trimestre 2012","1572","Mil pessoas",10320,661,9659,16320,0.0640503875968992
